id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
6966,58,2,2,2,0,2,1,0,7,5,193,4,963,0,0,1.4,90.91,-41.24,4.84,5228.1,0.0
6967,34,2,1,5,1,2,2,1,5,2,224,6,989,0,0,-1.8,95.12,-46.52,1.25,5170.48,0.0
6968,33,1,1,6,1,2,1,0,7,2,834,3,999,0,0,1.4,91.57,-42.99,5.14,5458.13,1.0
6969,38,2,2,2,1,2,2,0,5,5,449,1,982,0,0,-1.8,92.98,-47.35,1.29,4874.73,0.0
6970,95,2,1,7,0,1,1,1,5,2,537,45,1042,0,0,-1.8,93.26,-44.98,1.45,5277.56,0.0
6971,43,10,2,5,1,2,2,0,9,4,169,1,2,2,2,-3.4,96.9,-28.72,0.84,5178.06,0.0
6972,35,8,1,7,0,2,1,1,6,1,39,0,1027,0,0,1.4,92.76,-39.75,4.96,4998.06,0.0
6973,29,2,2,4,1,2,2,1,6,1,248,1,972,0,0,1.4,99.18,-41.17,5.06,5154.9,0.0
6974,45,2,2,4,0,2,1,0,8,2,122,0,1018,0,0,1.4,97.46,-36.31,4.88,5275.15,0.0
6975,41,1,1,6,1,2,2,1,5,3,918,1,962,0,0,1.1,96.15,-37.6,4.81,5061.22,1.0
6976,37,10,2,6,1,2,1,1,4,3,208,0,1018,0,0,-1.8,90.84,-47.24,1.4,5037.91,0.0
6977,34,2,2,4,0,2,1,0,7,2,226,1,1003,0,0,1.4,93.26,-42.44,5.06,5181.04,0.0
6978,49,7,1,6,0,2,1,1,6,5,72,1,1047,0,0,1.4,98.33,-42.0,4.82,5222.87,0.0
6979,30,2,2,3,0,1,1,0,5,4,4723,1,938,2,0,-1.8,95.3,-45.77,3.99,5311.75,1.0
6980,31,11,1,2,1,1,1,0,11,5,12,8,1008,0,0,-0.1,97.48,-43.47,4.07,4993.16,0.0
6981,38,1,2,6,1,2,1,1,5,3,3251,1,457,0,0,1.1,91.16,-45.03,0.8,5264.22,1.0
6982,30,10,2,6,1,1,1,1,5,5,1614,3,401,2,2,1.1,96.85,-50.64,2.73,4892.47,0.0
6983,18,9,1,0,1,2,1,0,5,4,4763,1,493,4,1,-1.8,90.92,-35.06,2.8,4909.1,0.0
6984,46,10,3,7,1,2,1,1,7,4,3014,0,230,4,0,1.4,90.08,-32.89,1.55,5046.04,0.0
6985,81,6,3,2,1,1,1,0,11,2,864,1,108,4,1,-3.4,97.41,-36.89,3.11,5151.52,1.0
6986,44,10,2,7,0,1,1,0,8,2,482,4,975,0,0,1.4,96.15,-36.89,5.14,5264.69,0.0
6987,41,2,1,4,1,2,1,1,5,5,3708,3,293,3,2,1.1,88.75,-38.48,4.8,5348.16,0.0
6988,57,6,2,7,1,1,1,0,11,3,896,1,378,4,2,-0.1,96.45,-44.12,2.65,5171.62,0.0
6989,36,2,1,0,1,2,1,1,10,2,39,1,1023,1,1,-0.1,97.83,-42.42,5.01,5034.73,0.0
6990,51,11,2,7,1,2,1,0,11,5,60,1,970,1,1,-0.1,91.8,-41.74,3.91,5278.93,0.0
6991,41,7,2,6,0,1,1,0,11,1,4136,3,610,2,2,-0.1,90.29,-42.22,3.06,4804.67,0.0
6992,31,1,2,6,1,2,1,0,8,5,563,0,1018,0,0,1.4,88.86,-37.76,4.86,5395.39,1.0
6993,92,5,1,6,0,0,1,1,9,2,148,12,968,0,0,1.1,92.58,-37.3,4.67,5097.56,1.0
6994,59,7,2,6,1,2,1,0,11,5,212,3,1007,1,1,-0.1,90.4,-43.17,4.14,5065.9,0.0
6995,42,2,1,3,0,1,1,0,5,5,177,1,98,5,1,-1.8,97.66,-41.41,4.73,4783.19,0.0
6996,50,2,2,2,0,2,1,1,6,2,318,1,959,0,0,1.4,96.16,-43.55,5.09,5400.62,0.0
6997,51,2,2,2,0,2,1,0,8,1,86,1,1006,0,0,1.4,97.18,-36.02,4.85,5233.32,0.0
6998,40,10,2,5,1,1,1,0,7,3,320,3,1009,0,0,1.4,97.67,-44.02,5.01,5269.92,0.0
6999,28,8,1,5,0,2,1,1,6,5,2738,2,701,2,2,1.4,97.09,-30.32,3.66,4959.05,0.0
7000,39,3,2,2,1,2,2,0,11,2,218,0,996,0,0,-0.1,89.56,-42.25,3.94,5133.45,0.0
7001,53,10,2,7,1,2,2,0,9,2,2473,0,53,0,1,-3.4,90.26,-31.8,0.98,5116.71,0.0
7002,54,10,2,7,1,2,2,1,5,1,202,2,963,0,0,1.1,90.23,-36.61,4.94,5201.38,0.0
7003,61,6,2,2,1,2,1,0,11,3,3729,0,804,3,0,-3.4,91.33,-40.55,4.18,5189.77,1.0
7004,42,1,2,6,1,1,1,0,8,3,1477,0,238,6,1,-2.9,98.69,-31.03,1.8,4955.53,0.0
7005,39,2,2,3,1,1,1,1,5,4,109,3,998,0,0,1.1,90.98,-36.18,4.99,5300.01,0.0
7006,69,6,2,2,1,2,1,0,4,3,253,2,1046,0,0,-1.8,96.14,-46.15,1.37,5313.26,0.0
7007,39,10,3,6,1,2,1,0,8,5,158,0,1039,0,0,1.4,94.28,-36.93,5.01,5405.85,0.0
7008,34,1,2,6,1,1,2,0,8,2,775,0,706,3,2,-2.9,90.87,-39.84,0.77,5288.72,1.0
7009,42,10,2,6,1,1,1,1,5,1,129,0,954,0,0,1.1,89.95,-36.72,4.83,5440.16,0.0
7010,29,3,1,6,1,2,2,0,7,3,191,4,1019,0,0,1.4,92.6,-44.4,5.06,5280.38,0.0
7011,24,9,1,5,1,2,1,0,8,4,784,3,15,3,1,-2.9,87.95,-31.11,0.87,5187.87,1.0
7012,25,1,1,0,1,2,1,1,11,1,646,3,1006,0,0,-3.4,93.94,-30.94,0.68,4902.09,0.0
7013,59,6,2,3,1,1,1,0,5,1,225,2,1003,0,0,-1.8,91.96,-44.02,1.4,5297.96,0.0
7014,41,1,1,5,1,1,1,0,5,1,1590,1,334,6,2,-1.8,93.47,-46.35,4.71,5011.88,0.0
7015,50,2,2,2,1,2,1,0,7,4,90,1,1018,0,0,1.4,96.26,-40.69,4.85,5233.32,0.0
7016,37,0,2,4,2,0,0,1,8,1,3464,48,454,6,0,1.1,97.38,-38.77,3.17,5048.46,1.0
7017,37,2,3,3,0,2,2,1,5,3,4184,1,443,6,2,1.1,98.55,-42.91,4.26,5125.32,0.0
7018,41,5,2,6,1,2,1,0,11,5,160,0,1011,0,0,-0.1,97.86,-42.71,4.22,5320.49,0.0
7019,57,10,2,2,0,1,1,0,7,3,155,2,1012,0,0,1.4,92.6,-42.35,5.04,5374.48,0.0
7020,55,3,2,4,1,2,1,0,4,3,177,1,1036,0,0,-1.8,97.07,-48.04,1.43,5144.99,0.0
7021,39,3,3,7,1,2,1,0,7,4,187,0,1046,0,0,1.4,97.2,-44.06,5.08,5332.66,0.0
7022,23,9,1,5,1,2,1,1,6,3,350,0,1039,2,1,-1.7,94.14,-38.2,0.71,4756.99,0.0
7023,43,1,3,5,1,2,1,0,5,2,176,7,1044,1,1,-1.8,94.47,-45.96,1.32,5348.95,0.0
7024,30,1,3,5,1,1,1,0,7,4,1530,5,558,0,2,1.4,93.5,-44.57,2.16,5155.04,0.0
7025,53,11,0,7,2,1,0,0,3,3,4585,23,572,1,2,-1.8,90.91,-44.09,0.64,5120.24,0.0
7026,44,2,2,3,0,1,1,0,5,1,15,6,1028,0,0,-1.8,92.7,-44.44,1.34,4997.11,0.0
7027,29,8,1,5,1,1,1,0,6,3,136,6,3,1,2,-2.9,97.61,-40.26,1.23,4979.75,0.0
7028,32,1,1,6,1,2,2,0,11,4,88,3,1047,1,1,-0.1,95.9,-39.98,4.05,5284.12,0.0
7029,33,7,3,0,1,1,1,1,5,3,1154,3,976,0,0,1.1,90.14,-36.87,4.73,5050.84,0.0
7030,59,1,3,7,1,1,1,0,8,2,466,1,985,0,0,-2.9,91.09,-31.61,0.85,5253.86,0.0
7031,37,1,2,6,1,2,1,0,8,2,2757,1,79,2,1,1.4,92.1,-42.15,2.14,5335.05,0.0
7032,37,4,2,2,1,2,1,1,5,2,231,2,959,0,0,1.1,93.9,-35.74,4.95,4941.83,0.0
7033,31,1,2,5,1,2,2,1,5,1,2588,2,97,3,2,1.1,95.5,-44.03,1.49,5010.77,0.0
7034,27,9,1,4,0,2,2,1,5,3,759,1,957,0,0,1.1,91.55,-38.0,4.7,5284.43,1.0
7035,43,2,2,5,1,1,1,0,8,3,44,6,1001,0,0,1.4,96.62,-37.58,4.97,5421.53,0.0
7036,39,1,2,6,0,1,1,0,8,2,4766,17,46,0,2,1.4,90.04,-31.56,4.17,5154.14,0.0
7037,31,10,3,7,1,1,1,1,5,3,4046,4,72,2,2,1.1,94.67,-28.42,2.62,5039.88,0.0
7038,37,3,1,6,1,2,1,1,5,1,549,2,245,0,0,1.1,97.78,-39.0,3.04,5065.35,0.0
7039,24,2,2,3,0,1,1,0,5,2,8,7,1042,0,0,-1.8,90.84,-45.22,1.26,4864.54,0.0
7040,42,10,2,7,1,2,1,0,8,4,309,0,987,0,0,1.4,92.13,-37.14,4.9,5306.52,0.0
7041,40,5,2,6,0,1,1,0,5,3,832,1,999,0,0,-1.8,95.21,-47.72,1.33,5022.61,0.0
7042,53,1,2,2,1,1,2,0,4,5,103,0,1034,0,0,-1.8,94.37,-47.38,1.47,5338.75,0.0
7043,43,1,2,4,1,2,1,1,5,2,27,0,971,0,0,1.1,96.24,-37.52,4.8,5253.29,0.0
7044,60,6,2,7,1,2,1,0,5,1,479,0,1007,0,0,-1.8,96.22,-41.6,0.68,5083.83,0.0
7045,37,10,2,5,1,2,1,1,6,2,392,3,1044,0,0,1.4,92.95,-42.09,4.86,5133.99,0.0
7046,59,2,2,2,0,1,1,1,7,3,1129,0,179,3,1,1.4,95.56,-29.26,4.67,5018.14,0.0
7047,49,10,2,2,0,1,2,1,5,3,390,1,1029,0,0,1.1,90.14,-37.6,5.01,5424.59,0.0
7048,23,5,2,6,1,0,0,0,7,3,534,2,980,0,0,1.4,89.87,-42.4,4.91,5175.81,0.0
7049,30,7,2,6,1,1,1,1,6,4,185,1,995,0,0,1.4,92.57,-39.79,4.71,5201.95,0.0
7050,33,1,1,0,1,2,1,0,7,2,98,3,964,0,0,1.4,93.82,-40.9,5.17,5034.66,0.0
7051,59,2,2,4,0,1,1,0,8,3,759,3,974,0,0,1.4,95.31,-35.91,4.81,5160.13,0.0
7052,30,9,1,6,1,2,1,0,4,1,1306,6,916,2,2,-1.8,93.27,-32.95,2.87,4964.88,0.0
7053,47,11,2,7,1,1,1,0,7,2,3892,0,768,6,1,1.4,97.72,-39.59,1.49,5282.13,0.0
7054,48,8,2,5,0,1,2,0,8,2,1513,4,370,5,2,1.4,91.51,-33.66,4.34,5011.78,0.0
7055,31,11,2,4,1,2,1,1,5,3,42,1,962,0,0,-1.8,91.03,-43.89,1.32,5303.06,0.0
7056,36,10,2,5,0,1,1,0,7,3,100,1,1028,0,0,1.4,97.95,-41.07,5.1,5018.97,0.0
7057,31,2,2,3,0,1,1,1,6,3,846,3,50,0,0,1.4,91.17,-35.29,4.9,5241.36,0.0
7058,37,2,2,5,0,1,1,0,5,4,1552,1,421,5,2,-1.8,90.85,-45.95,1.45,5038.99,0.0
7059,63,6,2,6,1,1,1,0,4,3,121,2,998,0,0,-1.8,90.93,-45.82,1.45,4930.82,1.0
7060,40,8,1,3,1,1,1,0,11,4,4452,1,620,2,0,-0.1,96.79,-45.72,2.3,5011.59,0.0
7061,22,1,1,6,1,1,1,0,8,5,743,1,994,2,1,-1.7,98.16,-37.76,0.9,4901.75,1.0
7062,57,1,2,6,0,2,1,0,7,1,202,24,962,0,0,1.4,91.66,-44.45,4.73,5186.27,0.0
7063,60,1,2,2,0,1,2,0,5,5,179,2,1037,0,0,-1.8,90.57,-48.0,1.27,4879.83,0.0
7064,35,1,2,5,0,1,1,0,5,1,1267,0,149,6,2,-1.8,97.52,-36.33,2.38,4940.66,0.0
7065,35,2,2,4,1,1,2,1,6,1,779,2,981,0,0,1.4,96.16,-41.67,4.86,5473.82,0.0
7066,51,11,1,2,1,1,2,1,3,3,677,21,176,5,1,-1.1,92.64,-28.57,0.69,5061.03,1.0
7067,24,2,1,4,1,2,1,0,7,5,52,1,100,0,1,1.4,96.91,-25.73,4.58,5072.56,0.0
7068,36,4,2,4,1,2,1,1,5,1,461,2,1022,0,0,1.1,89.38,-36.98,4.82,5191.0,0.0
7069,54,2,2,2,1,1,1,1,5,5,450,1,1040,0,0,1.1,91.08,-37.34,4.75,4947.02,0.0
7070,41,2,2,4,1,2,1,0,5,2,148,3,994,1,1,-1.8,91.68,-46.43,1.38,5195.98,0.0
7071,42,10,3,2,1,1,1,1,6,5,2782,2,520,2,0,1.4,95.4,-33.2,0.69,5143.64,0.0
7072,38,1,1,5,1,2,1,0,11,2,135,1,1018,0,0,-0.1,97.48,-43.76,4.16,5060.7,0.0
7073,26,1,1,5,1,1,1,0,4,4,221,1,984,0,0,-1.8,88.51,-46.44,1.34,4946.12,0.0
7074,24,10,1,7,1,2,1,0,11,3,534,0,959,0,0,-3.4,89.03,-30.06,0.7,5097.78,1.0
7075,35,1,2,6,1,2,1,0,5,1,158,1,954,1,1,-1.8,91.31,-44.95,1.29,5032.81,0.0
7076,31,1,1,6,1,1,2,0,11,5,21,7,954,0,0,-0.1,91.42,-42.33,4.08,5351.67,0.0
7077,60,3,2,6,1,1,2,0,7,3,4731,1,658,0,0,1.4,89.69,-45.91,1.15,5046.32,0.0
7078,30,1,1,5,1,2,1,0,11,3,245,0,1017,0,0,-0.1,96.83,-44.05,3.93,5284.12,0.0
7079,91,10,3,2,1,1,0,0,7,1,187,36,1048,1,1,-2.9,93.7,-40.18,1.23,5071.12,1.0
7080,43,2,2,4,0,1,1,1,5,3,2094,2,462,5,2,1.1,94.38,-33.25,3.39,5005.91,0.0
7081,32,8,2,5,1,1,1,0,8,2,203,0,1014,0,0,-2.9,95.52,-32.12,0.92,5116.8,0.0
7082,32,10,1,6,1,2,1,0,8,3,176,1,980,0,0,1.4,93.81,-37.79,5.15,5233.32,0.0
7083,50,1,2,6,1,2,1,0,11,3,3437,1,149,5,0,-0.1,91.66,-30.33,1.98,4808.39,0.0
7084,30,9,1,0,1,2,1,0,8,4,382,1,1043,0,0,-1.7,91.11,-37.72,0.89,5026.54,1.0
7085,28,8,1,7,1,1,2,1,5,2,312,2,996,0,0,1.1,89.67,-37.71,4.96,5232.52,0.0
7086,40,2,2,5,1,2,1,0,5,5,247,0,965,0,0,-1.8,90.29,-44.81,1.23,5129.69,0.0
7087,59,2,3,2,1,1,1,1,6,1,2291,3,642,4,1,1.4,89.34,-38.21,3.43,5332.65,0.0
7088,34,1,2,5,1,2,1,0,5,4,61,0,1041,0,0,-1.8,91.49,-45.69,1.33,5328.55,0.0
7089,36,1,2,6,1,1,1,0,5,3,430,5,1047,0,0,-1.8,92.42,-45.5,1.32,5017.51,0.0
7090,44,0,2,0,1,2,1,1,5,4,2369,1,697,1,0,1.1,90.33,-27.2,3.07,4875.47,0.0
7091,35,10,1,6,1,1,1,1,7,5,439,9,952,0,0,1.4,95.6,-41.41,5.13,5181.04,0.0
7092,33,10,1,7,1,2,1,0,11,2,135,1,1015,0,0,-0.1,97.39,-42.12,4.33,5325.69,0.0
7093,41,8,2,5,1,2,1,0,5,1,3282,1,699,0,2,-1.8,95.1,-49.38,2.44,5447.59,0.0
7094,39,11,2,2,0,2,1,1,7,2,3845,1,860,3,2,1.4,90.31,-38.72,1.32,5152.43,0.0
7095,30,1,2,5,1,2,1,0,7,5,374,2,983,0,0,1.4,94.85,-43.76,5.15,5201.95,0.0
7096,24,1,1,5,0,2,1,1,7,4,14,1,1029,0,0,1.4,91.1,-43.98,5.0,5154.9,0.0
7097,36,2,2,3,0,1,1,1,5,1,81,0,1009,0,0,1.1,89.57,-35.45,4.77,4978.16,0.0
7098,19,10,2,6,2,0,0,0,6,2,4318,40,212,1,0,1.4,94.8,-41.01,3.97,5154.55,0.0
7099,56,5,2,6,1,2,1,1,11,1,2543,0,241,4,0,-0.1,92.79,-40.95,4.25,5066.79,0.0
7100,45,5,2,6,1,2,1,1,5,2,140,0,1011,0,0,1.1,89.38,-34.87,4.99,4988.55,0.0
7101,36,8,1,5,1,1,2,1,5,2,195,1,971,0,0,1.1,97.0,-35.23,4.72,5206.57,0.0
7102,26,7,1,6,1,2,1,1,5,4,199,2,138,6,2,1.1,98.07,-36.15,2.41,5018.78,0.0
7103,39,1,1,5,1,2,1,0,5,5,851,0,595,1,0,-1.8,98.21,-40.44,5.01,5405.5,0.0
7104,47,8,2,5,1,2,1,0,5,5,348,0,733,4,2,-1.8,96.01,-36.87,4.31,5029.61,0.0
7105,36,2,2,3,0,1,1,1,6,4,1742,6,726,6,1,1.4,89.83,-32.08,2.35,4936.01,0.0
7106,54,7,2,6,1,1,2,0,5,2,401,0,1023,0,0,-1.8,94.47,-47.53,1.37,4869.64,0.0
7107,34,10,2,7,1,2,1,0,7,3,141,5,1038,0,0,1.4,98.33,-44.02,4.8,5107.85,0.0
7108,60,8,3,5,1,1,1,1,6,4,4052,0,931,6,0,1.4,89.62,-49.12,1.6,5339.95,0.0
7109,26,2,1,5,0,2,1,0,7,1,2761,1,969,2,2,1.4,93.81,-43.56,1.96,4965.84,0.0
7110,51,11,2,4,0,2,1,1,5,2,67,0,974,0,0,1.1,97.28,-35.38,4.71,4998.93,0.0
7111,27,10,1,6,1,2,1,1,8,4,4576,3,180,2,0,1.4,90.45,-38.17,3.72,5063.03,0.0
7112,45,3,2,6,0,0,0,1,6,3,2034,9,924,1,1,1.4,95.8,-29.51,4.84,5120.44,0.0
7113,35,10,1,6,1,2,1,0,8,5,67,12,964,0,0,1.4,95.78,-34.36,4.9,5301.29,0.0
7114,40,1,1,6,1,1,2,1,6,3,4428,3,237,0,2,1.4,90.8,-44.25,2.62,5261.12,0.0
7115,49,3,2,7,0,2,1,1,6,2,3900,0,251,5,1,1.4,97.83,-36.28,4.83,5221.79,0.0
7116,43,2,2,5,0,1,2,1,6,5,1320,1,742,5,0,1.4,92.21,-41.65,2.24,5010.37,0.0
7117,28,1,1,6,1,2,1,0,6,5,3416,0,567,4,0,-2.9,89.41,-51.34,2.53,5069.43,0.0
7118,29,7,1,5,1,1,1,0,11,2,3960,1,647,6,1,-0.1,97.89,-42.24,2.89,5165.91,0.0
7119,29,1,1,6,1,2,1,0,8,5,109,1,1024,0,0,-2.9,96.81,-32.93,0.86,5238.63,0.0
7120,66,6,2,3,1,2,1,0,10,5,92,1,979,0,0,-3.4,93.26,-27.97,0.73,4957.29,0.0
7121,31,1,2,5,1,2,1,0,5,5,452,1,1007,0,0,-1.8,88.99,-45.83,1.35,5211.28,0.0
7122,22,8,1,5,1,1,1,1,5,3,363,0,959,0,0,1.1,94.55,-36.87,4.91,4972.97,0.0
7123,35,8,2,5,1,0,0,1,5,4,266,3,1027,0,0,1.1,90.23,-36.43,5.0,4957.4,0.0
7124,53,5,3,5,0,1,0,0,6,3,62,51,1035,0,0,1.4,91.81,-40.79,5.19,5139.22,1.0
7125,51,1,2,5,1,2,2,0,8,4,97,3,999,0,0,1.4,97.74,-35.23,4.83,5442.45,0.0
7126,39,10,2,6,1,2,1,0,3,2,127,0,1026,0,0,-1.8,93.77,-48.2,1.62,4864.54,1.0
7127,35,8,2,5,1,2,1,1,5,4,2507,1,844,4,2,1.1,89.64,-45.23,3.57,4891.37,0.0
7128,44,2,2,2,0,2,1,0,8,3,4713,6,897,0,0,1.4,92.72,-36.38,3.29,5310.72,0.0
7129,48,1,2,5,1,1,1,1,11,2,45,3,983,0,0,-0.1,93.85,-40.86,4.06,5263.34,0.0
7130,54,2,1,4,0,2,1,0,7,2,684,3,650,1,1,1.4,89.5,-50.56,3.76,4986.95,0.0
7131,58,1,2,2,0,1,2,1,5,3,2318,1,211,0,0,1.1,89.79,-45.07,1.23,5214.87,0.0
7132,24,1,2,5,1,1,1,0,5,1,269,0,997,1,1,-1.8,93.63,-48.51,1.24,5323.46,0.0
7133,37,1,1,5,1,0,0,0,8,4,124,1,1007,0,0,1.4,91.01,-34.69,5.13,5395.39,0.0
7134,34,10,3,7,1,1,1,0,5,5,1865,0,145,5,0,-1.8,92.69,-32.64,2.87,4874.56,0.0
7135,47,2,2,4,0,1,1,0,11,3,231,4,999,0,0,-0.1,93.85,-40.15,4.12,5050.31,0.0
7136,28,1,1,6,1,1,1,0,3,4,2740,0,868,3,2,-1.8,88.02,-34.69,1.74,4957.68,0.0
7137,25,10,1,7,1,2,1,0,7,4,4757,0,819,5,0,1.4,89.18,-49.75,3.94,5340.65,0.0
7138,48,6,2,5,1,1,1,0,5,1,47,2,1006,1,1,-1.8,91.96,-43.89,1.19,5129.69,0.0
7139,57,8,2,5,1,2,1,0,8,3,63,4,984,0,0,1.4,95.4,-34.94,5.03,5008.51,0.0
7140,34,2,2,5,1,1,2,1,5,2,107,3,1043,0,0,1.1,96.62,-36.72,4.81,5398.64,0.0
7141,50,10,3,5,1,2,1,0,7,4,382,1,1014,0,0,1.4,98.33,-43.63,5.18,5107.85,0.0
7142,28,10,1,7,0,1,1,1,6,4,488,1,973,0,0,1.4,92.67,-43.43,5.06,5207.18,0.0
7143,53,1,2,5,1,2,1,1,5,3,130,4,1011,0,0,1.1,93.43,-36.54,4.93,5061.22,0.0
7144,49,2,2,4,1,1,1,1,5,4,194,5,983,0,0,1.1,93.43,-35.05,4.82,4972.97,0.0
7145,30,10,2,7,1,2,1,0,3,2,106,1,978,1,1,-1.8,95.7,-36.08,0.62,4868.45,0.0
7146,50,2,2,4,0,2,1,1,5,2,163,1,1007,0,0,1.1,91.08,-36.43,4.63,4952.21,0.0
7147,28,8,2,5,1,1,1,1,7,3,58,1,1042,0,0,1.4,93.35,-42.74,4.73,4998.06,0.0
7148,38,2,2,7,1,1,1,0,7,1,3896,1,464,2,2,1.4,91.09,-39.0,4.32,4957.43,0.0
7149,51,10,3,4,0,2,1,1,5,1,2059,1,485,0,1,1.1,94.46,-42.08,1.13,4906.1,0.0
7150,44,2,2,2,1,2,1,1,6,3,1376,3,255,0,0,1.4,97.09,-31.1,4.81,5257.06,0.0
7151,44,1,3,6,1,1,1,1,5,5,114,1,959,0,0,1.1,98.41,-35.7,5.06,5346.73,0.0
7152,31,1,2,6,1,1,1,0,8,5,68,0,1006,0,0,1.4,93.44,-35.48,4.79,4971.92,0.0
7153,37,10,2,6,0,1,1,0,8,5,1062,1,970,0,0,1.4,91.1,-36.96,5.07,5405.85,0.0
7154,31,2,1,4,1,1,2,1,5,3,50,6,969,0,0,-1.8,91.87,-45.64,1.31,5303.06,0.0
7155,50,4,2,4,1,2,1,0,7,2,689,1,962,0,0,1.4,92.41,-41.67,5.1,4971.92,0.0
7156,47,4,2,2,1,1,1,0,8,1,242,0,1004,0,0,1.4,89.7,-37.86,4.99,4987.6,0.0
7157,50,8,1,5,1,2,1,0,4,5,2743,1,32,1,1,-1.8,91.42,-45.02,1.71,4941.34,0.0
7158,38,2,2,3,1,2,1,0,6,5,100,1,1029,2,1,-1.7,90.76,-39.4,0.69,5146.33,0.0
7159,34,5,2,6,1,1,1,0,6,2,266,0,954,1,1,-1.7,92.17,-38.4,0.76,5211.23,1.0
7160,42,10,3,7,1,2,2,1,7,1,4218,11,258,5,1,1.4,95.63,-31.53,0.84,5180.42,0.0
7161,42,2,2,2,1,2,1,0,7,1,4641,2,661,0,0,1.4,96.5,-35.24,4.21,4988.71,0.0
7162,46,1,2,0,1,1,1,1,5,1,351,1,953,0,0,1.1,97.75,-37.38,4.78,5175.42,0.0
7163,32,5,1,6,1,1,1,0,6,2,3914,3,919,4,2,-1.7,90.03,-41.94,3.6,5073.01,0.0
7164,27,2,1,0,1,1,1,0,7,4,3860,1,328,6,0,1.4,92.98,-38.35,4.79,5236.92,1.0
7165,49,3,2,6,1,2,2,0,8,1,224,1,983,0,0,1.4,95.78,-37.14,4.78,5092.16,0.0
7166,30,8,1,5,1,2,1,0,7,5,436,2,956,0,0,1.4,98.33,-41.76,4.99,5479.04,0.0
7167,90,3,3,7,0,1,2,0,10,5,343,14,1015,0,0,1.4,89.33,-36.24,4.99,4977.15,1.0
7168,36,10,3,5,1,2,1,0,8,1,391,2,1015,0,0,1.4,91.66,-35.37,5.2,4982.37,1.0
7169,27,9,1,6,1,1,1,0,4,5,220,1,997,1,1,-1.8,89.07,-45.35,1.38,5282.66,1.0
7170,52,8,2,5,1,1,1,0,7,3,79,0,1022,0,0,1.4,93.44,-42.23,4.97,5233.32,0.0
7171,27,8,1,5,1,2,1,1,5,1,344,1,983,0,0,1.1,93.14,-34.79,4.76,5331.15,0.0
7172,34,7,2,6,1,1,1,0,7,1,310,3,968,0,0,1.4,92.22,-42.7,4.72,5003.29,0.0
7173,34,1,2,4,1,2,1,0,4,1,11,5,984,0,0,-1.8,91.58,-48.46,1.38,5150.09,0.0
7174,55,10,2,7,0,1,2,1,5,1,23,0,994,0,0,1.1,94.93,-34.98,4.81,5409.02,0.0
7175,40,2,2,4,0,1,2,0,7,4,336,1,955,0,0,1.4,92.13,-42.74,4.97,5426.76,0.0
7176,42,8,2,5,1,2,2,0,5,1,271,1,949,1,1,-1.8,89.92,-44.67,1.28,5348.95,1.0
7177,36,10,2,7,1,2,1,0,7,5,308,1,995,0,0,1.4,91.0,-44.49,5.1,5086.94,0.0
7178,56,2,2,2,0,1,1,1,6,1,3381,1,959,1,0,1.4,88.75,-39.29,2.09,5053.12,0.0
7179,48,2,2,3,0,2,1,0,8,1,99,1,1021,0,0,1.4,98.11,-36.42,4.81,5107.85,0.0
7180,34,8,1,4,1,2,2,0,11,3,297,1,1005,0,0,-0.1,95.8,-40.06,4.21,5320.49,0.0
7181,48,8,2,5,0,2,1,1,6,3,570,1,972,0,0,1.4,91.44,-39.91,5.02,5060.8,0.0
7182,44,1,1,5,1,2,1,0,5,4,19,0,960,1,1,-1.8,90.19,-46.61,1.29,4986.91,0.0
7183,55,5,2,4,0,2,1,1,5,3,61,2,1018,0,0,1.1,95.4,-34.83,5.0,5450.55,0.0
7184,40,10,2,5,1,2,1,0,8,3,67,4,1041,0,0,1.4,90.82,-37.39,4.77,5285.6,0.0
7185,41,1,1,5,0,1,2,1,11,1,4389,0,173,1,2,-0.1,96.94,-48.78,3.29,5021.12,0.0
7186,25,1,1,6,1,1,1,0,9,3,416,1,952,0,0,-3.4,96.25,-28.39,0.75,5223.21,1.0
7187,36,10,2,6,1,1,1,1,6,1,1135,0,1022,0,0,1.4,90.68,-43.13,5.12,5029.43,1.0
7188,32,1,1,5,1,2,1,0,5,3,289,2,984,1,1,-1.8,88.34,-46.01,1.39,5287.76,0.0
7189,31,1,2,6,1,1,1,1,10,3,161,1,1023,0,0,-0.1,89.1,-38.5,4.75,5164.62,0.0
7190,34,4,2,5,1,2,1,1,5,5,4016,6,211,2,2,1.1,96.56,-37.02,3.81,5256.74,0.0
7191,55,11,2,2,1,2,1,0,11,5,77,10,1004,0,0,-0.1,94.69,-40.86,3.86,4951.59,0.0
7192,24,3,1,4,1,1,1,0,7,5,3597,1,112,5,1,1.4,94.88,-39.36,3.86,4935.27,0.0
7193,71,2,1,6,1,0,1,1,7,2,3712,50,747,2,2,1.1,91.96,-26.58,3.02,5064.57,0.0
7194,36,10,2,7,1,1,1,0,4,4,3993,2,1025,6,1,-1.8,95.39,-32.28,4.11,4988.2,1.0
7195,31,2,2,4,1,2,1,1,6,4,109,8,952,0,0,1.4,93.42,-43.84,5.15,5013.74,0.0
7196,28,1,1,5,1,1,1,0,8,4,222,1,883,2,0,1.4,96.18,-40.08,0.91,4960.99,0.0
